original,adversarial,original_label,final_label,success,queries
"I feel like it should be more popular.  What can I say:\n1. Juicy burger w/ any cheese you want\n2. Hand crafted shakes w/ real ice cream\n3. Thin crispy fries (I like fries crispy)\n\nHere's the rub, the food listed above is pushing 2000 calories, I'm 30 now and I live in Scottsdale, where I feel like everyone is fit or at least fairly thin. So my vanity keeps me out of there.\n\nThat aside, don't let the funny name keep you from stopping in, it's some good stuff.","I feel like it should be more popular. What can I say:\n1. dispirited burger w/ any cheese you want\n2. arrive at trade throw off w/ actual ice cream\n3. slim downcast crispy underage (I comparable fry crispy)\n\nHere's the rub, the food for thought reheel supra cost violence 2000 calories, I'm 30 right aside and 1 last in Scottsdale, where one look like everyone cost move or at least clean thin. indeed my vanity livelihood Pine Tree State outside of there.\n\nThat aside, don't fuck off the mistrustful build substantiate you from turn back in, it's some in force stuff.",1,0,True,590
ehh...no.,Failed to initialize,0,,False,1
"I will give only one star, but that is even too generous.  We were excited to go and try La Piazza Locale after hearing positive reviews.  It was the worst pizza we had ever eaten in our lives.  We come from an Italian background, my husband was born in Sicily.  They advertise San Marzano tomatoes, but we saw cans of Nina's tomatoes in the hallway.  You can purchase these tomatoes at Sam's club for $2.75 for #10 can.  The pizza was raw and inedible.   No one approached us to ask what was wrong.  We ate one slice a piece, then asked for the check.  The waitress packed the pizza, but we left it behind.  I will never eat there again.  I would highly discourage anyone from eating at this establishment.  I am embarrassed that they would call themselves Italian. Carmela R.",Failed to initialize,0,,False,923
"First timer for dinner tonight. They were very friendly and the food was tasty!\nIt's kind of like Subway-esque where they make the items for you, not like Sweet Tomatoes where you make your own. I had a large salad (cobb with ranch) and my hubby got the pulled pork and cauliflower cheese soup. We also splurged on a chocolate cake slice and rocky road brownie, cuz you know that is needed after a semi healthy salad :p\nOn my cobb, I wanted to sub cucumbers for olives and asked for extra ranch. It felt like pulling teeth to get a substitution and extra dressing. Hubby asked for no cabbage on his sandwich, but got it anyway. His pulled pork sandwich was mostly cabbage. The little meat that was on the sandwich and they bread were really good though. My salad was crisp and fresh. The soup was decadent and creamy. We mostly just dunked the bread into the soup like it was fondue. So good. The meals came with a chocolate strawberry and bread which was tasty.  The brownie was super rich and my hubby who is a sweets-aholic could only eat a few bites. Same with the cake. I recommend splitting a dessert or just be happy with the strawberries lol.\nWhen ringing up they rang us for a salad and a separate soup. We almost didn't get our sandwich. They had already slid my card when I asked where our sandwich was and then they had to charge my card again for the difference. \nAll in all there is high hopes for this place after they get their grove on. I do wish they had a build your own salad instead of just subbing things on their current menu without having to do extra $.50 charges for adding simple things like tomato or cucumber.",Failed to initialize,1,,False,935
"OK i had to write a review because I was very disappointed!\n\nI gave this place the benfit of the doubt only because i heard they had a great happy hour and it is a brewery! Plus they only had 3 stars when i looked over the yelp reviews, I wanted to help improve that......Big mistake .....I should've listened to my fellow yelpers. I decided to have my birthday dinner here on a friday, we decided we would meet early for happy hour then move to dining area for dinner. Well my small party of 4 got there around 6:15pm, we thought it was just in time to put in a quick order for cheap food and drinks, but it took forever to find an available server, one guy stopped by and said he'll be \""""back in a sec\"""" but never did. So we decided to move to the patio where we thought it would be easier to put in our order, the lady taking orders was nice enough to put our order in 2 minutes before it ended. We were rushed and didnt even have the HR menus to look over because they guy never gave us them and there weren't any on the patio table. She was also pretty slow at getting them, i'm sure we would've had 4 minutes to order if she knew the urgency of HR ending at 6:30pm!!  Come on now.....There were alot of older people and it got pretty dead after HR ended..\n\nAfter that we moved to the dining area where other members of our party met us. The menu looked good from the pictures and description they gave....but the beer selection was very limited. :( White ale, red ale, dark ale??? ok.. at least put some personality into naming them and make sure your server is educated on each beer.\n\nOver all the food sucked and beer sucked. No taste in either one.. It was a sad birthday dinner, yes i ate all my food because i was starving! I didnt get sick so that's good.... We had one beer/drink each and regreted the beer choice after the first sip, we left right away to get a real drink. Oh I did have a choice of either a free cake or drink for my Bday, I chose the carrot cake.. it was good, not the best. She just sat it down on the table said happy birthday then walked off......uh thanks yay happy birthday to me... oh and she charged us for the cake.. but corrected it after we mentioned it.\n\n I know better now to stick with the good ol' Four Peaks Brewery for GREAT Food and Beer!  They have an extensive selection of beer to choose from, even if it isn't made in their brewery!\n\nServers/ hostess were nice, except for mr. invisable... \n\nJust dont go....maybe for HR but you wont taste much:(\n\n*Excuse my spelling and sentences, just so much happened and I can't think right trying to get it all out!",Failed to initialize,0,,False,962
Went there today to have my favourite beer and maybe some fish and chips - the place is closed with a chain and padlock round the door handles - closed for good I understand!,N/A,1,2,Skipped,0
"Don't come here if you have any sort of time constraints. The only reason I'm not giving this place 1 star is because I didn't actually get to taste the food. I came here for lunch knowing that there would probably be a wait. But, I was craving some chicago style pizza, and I had an hour so I thought I'd be fine.\n\nI walk in and stare at the 2 workers in the place for 5 minutes. Finally he asks \""""Can I help you?\"""" Something about the way he said it just rubbed me the wrong way. It felt like he thought I was intruding upon his precious time. Granted, the restaurant was pretty full, and they seemed understaffed so I just asked for a table. He told me to \""""sit tight\"""", which I did. I sat tight for at least 15 minutes without anyone paying any more attention to me. An update on time would have been really nice. Even just saying a word to remind me that I hadn't become invisible would have been appreciated. Of course they were too busy running past me to say anything though. After wasting 20 minutes of my lunch break, I gave up and left.\n\nHopefully I can come back and actually try the food. But, the service here is really poor from what I can tell. The pizza better be amazing; otherwise, I don't think I'll be tempted to come back here.",Failed to initialize,0,,False,947
"Awesome place. Cheap entertainment.\n\nNot sure why it took me so long to check this place out. I was only there for a few minutes, killing time before heading to the Thomas & Mack for the Rodeo. I put 50c into a Star Wars pinball machine and played the 3 balls. I then put $1 into a TMNT machine and got a lot more plays than I thought I was supposed to. It made me think, \""""Maybe I left some credit on the Star Wars machine.\"""" Sure enough, I went back to it and it had a few more credits left to use.\n\nThe point of that ramble is this: Your quarters go a long way here. I definitely have to come back. I didn't get to walk around the whole place and check out every row. As others have said, this place is truly a hidden gem.","Awesome place. trashy entertainment.\n\nNot sure why it took me so long to check this place out. I was only there for a few minutes, killing time before channelise to the Thomas & Mack for the Rodeo. I put 50c into a Star Wars pinball machine and played the 3 balls. I then put $1 into a TMNT machine and got a lot more plays than I thought I was supposed to. It made me think, \""""Maybe I left some credit on the Star Wars machine.\"""" Sure enough, I went back to it and it bear pay off dispirited axerophthol few more than credit leave to use.\n\nThe stage of that wind personify this: Your short letter squeeze drug angstrom unit hanker think here. one by all odds pay nascency to act back. unmatchable didn't have information technology off wrick to contract the broadcast around the wholly arrange and stay verboten every row. A others feature of speech said, this place is really group A hidden gem.",1,0,True,632
"Glad to see Henderson area catching up with the rest of the world. A bit pricey, but the BLUE CHEESE BACON POTATO SALAD IS THE BEST EVER!!!!!!!!!!!!!! Just opened so it's a bit crowded and have patience with the new checkers. The DELI COUNTER NEEDS HELP. The wait was almost 15 minutes. Lots of deli pre-packed though. CLEAN and FRIENDLY","vane lily to waitress Henderson domain transmissible meliorate with the residue of the world. A dick up pricey, only the drab CHEESE Viscount St. Albans tater SALAD go THE ruff EVER!!!!!!!!!!!!!! scarcely cladding paginate therefore it's antiophthalmic federal agent guerrilla push together and cause longanimity with the newfangled checkers. The food for thought for thought deceive refund require HELP. The deferral live nearly 15 minutes. dish up out of food rat pre-packed though. white and FRIENDLY",1,0,True,729
"The rebel carpet cleaner. Did a great job on my carpets at a great price. Fast, complete and even left me a bottle of his maguc potion for spills that may come later. I am strongly considering him to do my tile floors. Great job Robert.",Failed to initialize,1,,False,926
"We've eaten in Chicago and had great food, but this place is the worst. Maybe we just ordered the wrong things, but would never go here again.\n\nI got the bbq chicken salad and my husband got the chicken sand. My chicken tasted like a byproduct of hot dog, spam and chicken - absolutely disgusting. I almost hurled. I was so hungry and took the rest of it off the salad just to eat something. The chicken sand felt like a box of air when we took it out of the bag. It was mushy and came with nothing on it. Plus, they wanted $.31 for ranch dressing. You must be kidding me?! The onion rings tasted like frozen rings and the ketchup cups were so small, we couldn't even dip it in anything.\n\nWe saw a lot of people got the beef sandwich, and looked good, but will never go here again to even try it. I'll take a bag of Skittles and a Snickers for dinner before I'll visit this place.",Failed to initialize,0,,False,953
"I ate there for lunch and when I ordered the burger it came in five minutes.   On the way out saw the cook warming some pre cooked burgers on the grill.  If I wanted a pre cooked burger I could of just gone to McDonalds and it wouldn't have cost me 16 bucks,  I expected better.","I ate there for lunch and when I ordered the burger it came in five minutes. On the way out go steady the Captain Cook warm approximately pre ready Warren E. Burger along the grill. If atomic number 53 wanted type A pre fix Warren Earl Burger unity could of lone pop off to McDonalds and information technology wouldn't stimulate cost me xvi bucks, I expected better.",0,0,False,828
90 minutes for 3 people to get breakfast... It took 20 minutes to get our drinks and an hour for our food. The beers we tried were good and the food was solid but based on the service I definitely won't be back to this location. It was not super busy and there was plenty of staff and we couldn't see what the extreme delay was all about.,Failed to initialize,0,,False,972
"I can't stand this place. It's always filled with a bunch of drunks, it smells, and the karaoke could put me in the grave. The last time I went, I was DD and the waitress tried getting a double tip out of my drunk friends. I didn't appreciate her taking advantage of my friends (who had no clue what was going on) so swore I'd never be back. And, I haven't.",Failed to initialize,0,,False,914
All those people that claim Mike Ferry is hard ass about taking your money are right. He is old school flim flam man. Gets you to sign a contract and takes your blood. Stay away IMO.,Failed to initialize,0,,False,921
"My server Alyssa was amazing. Very kind, always had a smile on her face and made sure everything was good with us. Also her manager Marc was amazing and making sure we enjoyed our service. I will definitely be returning and telling my friends about the wonderful service and food.",Failed to initialize,1,,False,966
"I have a new found love for Indian food and when I found myself in Madison I had to check this place out. It was most excellently delicious! The staff was very nice and the price for 3 people including 4 drinks and an appetizer was about $75. If you ever find yourself on the East side of Madison, you should really check this place out.","I have a new found love for Indian food and when I found myself in Madison I had to check this place out. It was most famously delicious! The staff was very overnice and the price for 3 people including 4 drinks and an appetizer was about $75. If you ever find yourself on the East side of Madison, you should really check this place out.",1,0,True,276
"It's hhhuuuuggggeeee (that's what she said).\n\nYep, that is just what I said. This place is ginormous and yet it is always so organized that I can find what I am looking for, grab it, and skedaddle before I find something that I wasn't looking for and purchase it anyway (ugh, dang XX chromosones).\n\nAnyway, aisles are broken down by colors, gender, and themes. You can find anything and everything you could possibly need or didn't even know you needed for a party or event including: invitations, balloons, napkins, table cloths, straws, table ware, party favors (they have a candle aisle ), tiki torches, etc. Of course, Halloween time is ridiculously fun here, but they have these costumes year round which is great for those awesome theme parties you may encounter November - September. Need  a fog machine? They have one. How about a gallon of fake blood or liquid latex because you need to go balls to the wall for Halloween? Boom, done, Party City has it and their prices are pretty competitive!",Failed to initialize,1,,False,883
Staff was so friendly and they did a great job shaving down my girls. I'm going out of town soon and I think I'll board my dogs here too,Staff was so well-disposed and they did a slap-up job shaving down my girls. I'm going out of town soon and I think I'll board my dogs here too,1,0,True,102
"Of course we know that you get what you pay for, but I was also under the impression that if a hotel website offers amenities, that those amenities are actually provided at the hotel.  Not only was the description HIGHLY inaccurate about the actual stay we had at the celebrities hotel, but description or not, this is the worst, most disgusting room we've ever stayed in...and we often go for the cheapest most ridiculous rooms we can find, with no problems.\n\nTo start, let me go through the amenities listed on the hotel website - \nHere's what the website lists, with the truth about what we experienced:\n24h room service - NO ROOM SERVICE\nHigh speed internet - VERY GOOD INTERNET (the was the only good thing about the room)\nSatellite TV - TV DIDN'T WORK (turned on but volume button broken off and sound quiet)\nCD/DVD player - NONE\nAir conditioning - HEATER BROKEN\nDisabled facilities - DEFINITELY NONE (STEP TO GET IN AND NO ELEVATOR, NO RAMPS, NO DISABLED BATHROOMS)\nLaundry - NONE THAT WE SAW\nIron/ironing board - NONE THAT WE SAW\nSafe deposit box - NONE THAT WE SAW\n\nand from another page on their website:\nHotel Parking - NONE - 5 LARGE BLOCKS AWAY THERE'S AN OVERNIGHT PARKING GARAGE \nInternet - Internet Access - AGAIN, GREAT INTERNET\n24 - 24 hour Reception - TRUE\nClose - Close to City Centre - TRUE, PRETTY GREAT LOCATION\nBusiness - Business Center - NONE THAT WE SAW\nDisabled - Disabled Facilities - AGAIN, DEFINITELY NO HANDICAP OR DISABLED ACCESS\nConcierge - Concierge Services - NONE THAT WE SAW\nDirect - Direct Telephone - WE HAD A PHONE, NEVER TRIED TO USE IT\nHair - Hair dryer - NONE IN OUR ROOM\nTea/Coffee - Tea/Coffee making - BROKEN, MISSING COFFEE\nRefrigerator - Refrigerator - NONE\n\n\nso now - we entered our room, and weren't surprised that there wasn't a separate 'bathroom' - we expected it to be more of a hostel feel.  There was a toilet surrounded by loosely hung curtains, and a shower with a broken off door and a curtain to cover the entry.  This part was fine with us.  There was also a bathroom across the hall, but there was never any soap at the sink the entire 5 days we were there.  \n\nAlmost everything in the room was either filthy or broken or both.  The toilet was clogged and was not fixed for 24 hours after we got there.  the shower was the most god-awful thing I've ever experienced, fluctuating from way too hot to way too cold with nothing in between, but luckily it was broken such that the shower head only pointed straight down and trickled out, so it was easy enough to avoid the water.  The blinds were torn off and broken (although maintenance fixed that the second day).  The shower floor was black with dirt that did not look stained, but more like it hadn't seen a cleaning solution in decades.  The bed was the filthiest I've ever stayed in (and again, we're used to cheap hotels and hostels).  The small TV was broken, the coffee maker broken (and with no coffee), there was a mount to something that had broken off on a wall that had just stayed mounted.\n\nHalf the staff was incredibly nice, the other half incredibly rude.  The parking was difficult and far away, but would have been fine had we been informed of this before hand.  \n\nAs mentioned earlier, the good part is that this hotel was a great location to get from the old port to the Latin quarter to Chinatown, and the internet was very fast (a speed test put it at 5mbps).  Other than that, it was literally the worst stay in any hotel or hostel I or my husband have ever had (with that awful, dirty, literally painful shower really sealing the deal).  Stay at your own risk, and only if you really, really can't afford anywhere else.",Failed to initialize,0,,False,941
"Though the name of the store has changed over the years, this brick and mortar has been around since I was a kid.  My grandparents have always referred to it as the \""""ghetto market\"""".  LOL  What can I say, some may feel that the neighborhood is a \""""ghetto\"""".  But cest la vie, it's the neighborhood I grew up in and went to grade school right around the corner.  You want a huge store with shiny new lights and fixtures, there's Fry's right down the street.   \n\nAnyhow, you simply can NOT beat their produce prices.  In fact, if I simply need veg for a dinner, I'll drive here than go to Fry's because Food City produce beat Frys.\nExample - \nFood City Bananas - 3lbs for 99cents.  \nFry's Bananas - 1lb for 57 cents.\nBuying Food City Bananas - 42% savings \n\nPretty sweet!  :)","Though the name of the store has changed over the years, this brick and mortar has been around since I was a kid. My grandparents have always referred to it as the \""""ghetto market\"""". LOL What can I say, some may feel that the neighborhood is a \""""ghetto\"""". But cest la vie, it's the neighborhood I grew up in and went to grade school right around the corner. You want a huge store with shiny new lights and fixtures, there's Fry's right down the street. \n\nAnyhow, you simply can NOT beat their produce prices. In fact, if I simply need veg for a dinner, I'll drive here than go to Fry's because Food City produce dumbfound Frys.\nExample - \nFood City Bananas - 3lbs for 99cents. \nFry's Bananas - 1lb for 57 cents.\nBuying Food City Bananas - 42% savings \n\nPretty sweet! :)",1,0,True,40
"My all time favorite @SBC is 'Raspberry Mocha Kiss' - A Classic Mocha with the addition of raspberry.  Plus, they never forget to give you a piece of dark chocolate stick on the side :)  It can be a little too sweet for some people, but as long as you don't drink everyday,, why not having one??\nHonestly, I don't want to count how many calories in my coffee or latte :)  I'm pretty sure that if my friends are reading my review, she or he will say \"""" the wrong choice of coffee can easily sabotage your weight loss plans, J. Don't forget that...!\""""\n\nOh well, it is time to drink some Warm Winter Beverages that they are offering this year!  I know that these holiday coffee drinks are somewhat overpriced but they are so delicious!\nSBC's Holiday Coffee Drinks:\n*Sugar & Spice Latte( brown sugar, cinnamon, & clove flavors )\n*The Peppermint Mocha Trio \n*Gingerbread Latte\n \nI spoiled myself with Gingerbread Latte this time.  It came with a Gingerbread Man Cookie and a whip!  Oh my heaven, it was the all the winter sweetness I've been craving for a while :)\n  **pic included***",Failed to initialize,1,,False,908
"A great spot with local beers on tap, live DJs on the weekends, and an interesting array of indie and foreign films. The interior is slightly swanky without being pretentious, and it's usually quiet enough to have a decent conversation. The theater was a bit bigger than I expected based on the size of the bar. Overall, this is a good place to come with your friends, on a date, or even on your own for a beer or three.",Failed to initialize,1,,False,946
"I went on a wing night (Wednesdays). They have the best jumbo wings! The sauces could be better though. However, the staff are terrible. All of them stood around on their cell phones and looked uninterested in servicing customers, and there weren't many of us here. Kylee was our server and we only saw her twice. Once to take our order and then to drop the check. A cook actually brought us our food!!! I observed her on her cell phone, and beer sampling sitting on the back bar top (health code violation btw) the rest of the time. No visible manager in sight. If you want to try the wings I would recommend going to a different location, I usually go to the one in Verona, service is much better there.",Failed to initialize,0,,False,930
I've been to many mastro's and typically leave happy.  I had the bone in filet which was mediocre/good and for the price charged that just isnt acceptable.  Crab cakes were tasty but not as good as another restaurant in town that were amazing (eddie v's)!,Failed to initialize,0,,False,886
Excellent service!  I brought my truck in for tire repair and the wait was longer than expected so I had to leave. I brought in back a few days later and I was not charged for the repair because of the wait.,Failed to initialize,1,,False,973
Wait staff was attentive but the food was very bland. Nuts in the Kung Pao Chicken looked like they came straight from a Planters jar. Place has potential but they need to step it up a bunch in my book,Failed to initialize,0,,False,974
"Not sure what all the hype is about for this place.....Been here 2 times... Very average.... It seemed similar to food from Del Taco, but on a real plate. Anyone who gives this place 5 Stars, really doesn't know what real Mexican Food is.",Failed to initialize,0,,False,827
"Fluffy sweetness in the hot Arizona weather with customized toppings?  I'm in! As a former Lollicup employee in my minimum wage days, this place is legit and even better than Lollicup.  Perfect boba texture and flavorful tea that is a relief from the powdered stuff.  Love it!",Failed to initialize,1,,False,942
"As a guy coming into this type of couples session I wasn't sure what to expect. My fianc\u00e9e had gone with a group of girls for a Bachelorette party a couple months back and it's all they could talk about for weeks. Immediately though, Annie made me and my fianc\u00e9e feel really comfortable and got me to come out of my comfort zone to really explore myself and my partner. When we were done with the couples session, my fianc\u00e9e and I were all smiles and ready to say our \""""I DOs\"""" to each other the next day. There is something magical about going through an experience like this with their partner and I definitely recommend booking a session with Annie!",Failed to initialize,1,,False,947
"Its been a year since my last review, this location is doing as good job as they can but the new menu is falling flat.  Bring the classics back.  Please.","Its embody a year since my last review, this location is doing as good job as they can but the new menu is falling flat. Bring the classics back. Please.",0,1,True,41
"Cool! Sweet Tomatoes has improved significantly since I had it last (about a year ago). This was my 5th time eating here over the course of 4 years, and by far the best and most appealing experience yet.\n\nIf you're looking for a salad bar along the lines of Ruby Tuesday's - here you go. Cold, fresh, and a very impressive selection. The few times I looked down and wondered, \""""Are those carrots or squash? Zucchini or cucumbers?\"""" there would be a sign on the sneeze shield indicating what it was. There are some smart folks running this franchise! \n\nSoups (included) were great. Especially the baked potato soup, the chicken & rice soup and the chili. And none were too salty - a great thing.\n\nGlad I gave it another shot. A fun, healthy alternative to the smorgasbord of Asian / Mexican places that we usually end up at for lunch!",Failed to initialize,1,,False,905
"If there's one thing that makes me seriously consider moving back to Vegas, it's this place. Seriously. I'm obsessed. It's probably unhealthy how much I think about these arepas.\n\nI found out about this place about a month before I moved out of Vegas and my one regret is not trying this place sooner. It's in a sketchy area, but it is SO GOOD. Everything is perfect. Every time I go home, I have to make a stop here and get way too many items and eat until I feel sick.\n\nSometimes, it can be a bit salty, but the arepa itself is pretty bland, so it's a good balance. Their yucca fries are heavenly, and so are their fried plantains. The wood-fire chicken is so smokey and tender, the pork was nice and juicy, the avocado sauce is perfectly creamy, ugh. So good. They give you two sauces; one's a spicier one and the other is a creamy cilantro I believe. I like to mix them and drown my arepas in them. \n\nIf you decide to go here, which I highly recommend and will be extremely envious about, be ready to waddle out the door. If you're anything like me, it'll be nearly impossible to choose one arepa to try and you'll end up getting 2 and an empanada (which is also delicious) and yucca fries. If you are able to have room for dessert afterwards (which I highly doubt), go next door to Art of Flavors. Another hidden gem that I'm obsessed with.",Failed to initialize,1,,False,909
"I've read the reviews before playing and got me interested.  After playing, I'm not sure what you all saw in this course.\n\nI played the North and the South on the same day in mid March as part of our annual mancation.  We paid $320 to play both courses on the same day.  Here are my thoughts.\n\nEither courses lacked any real feature.  They were flat and boring.  No elevation changes, no scenic desert scape and the holes were generally boring in design.  Just a flat course in the middle of the desert.  There are plenty of better courses in Phoenix that are cheaper and way more entertaining and challenging for much lower price (500 club, ASU Karsten, Papago, Dove Valley, etc...).  If you want to pay this kind of price and enjoy the scenery as well as challenge, try TPC Scottsdale, Ocotillo, Raven, Triology, Troon North for starter).  I'm not opposed to high green fees just as long as they provide value.\n\nOn the day of the course, the greens were rock hard and didn't hold a single ball - not even a nine iron on to the front of the green.  When we got done, none of us walked away with 'oh, what about that hole' with any enthusiasm.  For the price we paid, this was not much better than a muni track.  Sorry TalkingStick, you're just a stick.\n\nOn the positive, the staff was generally friendly and helpful.  However, the Marshall did nothing to keep the guys in front of us at pace with the group in front of them.  I suppose that's why they took the 'Marshall' tile away and gave them more benign 'player assistant' title.",Failed to initialize,0,,False,941
Simply amazing. We tried the Whole Grain salad - fresh and flavorful. Loved the lemon-chile vinaigrette. Chef Stephen even came by our table to answer questions about the dish.  Also the tables outside provide a very pleasant dining environment to enjoy Chef Stephen's yummy creations before you tour the Desert Botanical Garden.,Failed to initialize,1,,False,919
"This is a paradise for eaters of dead animals, but not so much for vegetarians, despite the claim of \""""farm to table.\""""  I certainly consider myself an omnivore, yet found the menu took heavy on fried, cheesy, bready stuff.  Table service was S L O W, and the men's room smelled like it hadn't been cleaned in several days.  When the store is located in Las Vegas, it gets hot, and you need good ventilation/AC.  That wasn't the case here.",Failed to initialize,0,,False,861
"I've been to this store over and over again because a friend keeps dragging me along, but have never found anything that tempted me in the least.  Much of the stuff is obviously worn out, damaged, or passed over for a good reason.  This isn't a necessary feature of a \""""last call\"""" type of store--I just think this particular store is useless.",Failed to initialize,0,,False,928
The only reason I am giving this place a 1 star is because it does have potential due to their food. There is not much of a selection on the menu but whatever I have ordered has been great. The problem is the management and staff. I have gone back several times hoping they have corrected the problem but keep getting let down by their service. Expect to spend at least 2 hours for dinner. Lunch time seems to be quicker since there are not many customers. We have witnessed the manager getting into a confrontation with the cook...the manager with the gray balding hair and bright red reading glasses is terrible. The band (that was local residents) was horrible!!! Their family members and neighbors were the only ones cheering. That night we waited at our table for 30+ minutes before we even received our menus. We finally went up to the bar and asked the manager if we could get some service. He was talking with some patrons at the bar and had no clue what was going on in the restaurant. He approached our table (still no menus in hand) and apologized. Then went back to the bar and got side tracked and it took another 10 minutes for a waitress to come to our table with menus. Not sure why we didn't walk out at the point but we thought we would get perfect service from here on out....it didn't happen. It got worse....our drinks and food took way too long!!! The manager never came back to talk to us nor tried to offer any compensations or apologies. I am done with this place!!!,Failed to initialize,0,,False,974
"THIS is what passes for gourmet pizza in Glendale? I think not. You're kidding me. Grimaldi's is a sweet looking place in the desolate Park West. The decorations are great, and there is plenty of Sinatra playing to further the illusion of class, but once you sit down and look at the menu, the disappointment starts flying at you.\n\nAppetizers? I think not, unless you're feeling like salad. There is salad, pizza, and wine. Also, a full bar, with beer. Not that having a simple menu is bad, it's just that when pizza is all you make, I expect mind blowing pizza. This falls flat on all levels.\n\nThe crust I'll admit was decent. Just the right amount of flavor and charring. You're getting that right. But the tomato sauce? Nothing special. Do they buy it from Safeway? The cheese? Just alright for a gourmet pizza, and certainly not enough of it. As far as toppings go, I don't like the idea of needing to order extra cheese just to have my pizza covered. Also, I feel every gourmet pizza joint of this magnitude should have proscuitto as an option. 'Ham' just isn't cutting it.\n\nDon't fret, the white pizza was okay. It used just the right amount of garlic, and had a fair balance. It was a bit on the bland side, and I would definitely have olives on that if I ever came back.\n\nBut please, Grimaldi's, spare us all your pretentiousness. No matter how many decorations (your plastic hostesses included) you put up, or how much backstory you have about NYC, you define mediocre. Don't offer me some BS wine pairing with your pizza, the only pairing it deserves is a mug of Budweiser and a Yankee's game. It's just not quality stuff. Some poor chump is going to waste $40 on a pizza and some $5 BevMo wine thinking he's dining on something amazing. Meanwhile, I'll be enjoying my meal at a place like Piazza Al Forno. Take notes.",Failed to initialize,0,,False,919
"Meh, my husband and I weren't impressed at all. I had the Orchard Chicken Sandwich with Sweet Potato fries. They were both room temp which just sucks. The sandwich had great flavor but needed more of the elements, not enough caramelized onions or apples. Husband liked Cowboy burger but seasoned fries were way over the top on seasoning. Good service, great atmosphere, bleh quality. If the quality was stepped up to excellence they'd have something great going!","Meh, my husband and I weren't hazard at all. I had the Orchard Chicken Sandwich with Sweet Potato fries. They were both room temp which barely sucks. The sandwich had great flavor but needed more of the elements, not enough caramelized onions or apples. Husband liked Cowboy burger but seasoned fries were way over the top on seasoning. Good service, great atmosphere, bleh quality. If the quality was stepped up to excellence they'd have something great going!",0,1,True,366
Went here for lunch expected amazing food however recieved mediocer food and our service was aweful. She started off well and never followed through. I don't recommend it unless service improves.,Failed to initialize,0,,False,948
Great lunch specials!   I always get the Chicken Caprese Pita with a side salad which is only around $6.50 including tax.  The food is consistently tasty and they have a solid menu.  They also have a full bar and a nice patio area outside. \n\nSometimes the service is slow if you sit down at the tables so I always sit at the bar for lunch.,Failed to initialize,1,,False,967
"We've been to Flancers many times and its always been great.  Its hard not to get the Philly Cheese-steak as it is *perfection*, but we've loved everything else we've ordered there too.  The place is very down to earth and could do with a makeover, but overall we really like it.  The staff is friendly and do a great job overall.",Failed to initialize,1,,False,885
"This is an excellent Roberto's.  I've been to others but this on is best.  The staff is very friendly and FAST.  But, the food doesn't taste like fast food, it's fresh and good.  I usually get the carne asada plate which lasts me for three meals!  The salsa verde is excellent.",Failed to initialize,1,,False,850
"Went to this place a couple years back with family during a trip to Vegas and loved it! Ordered all-you-can eat. My dad even got sick for over-eating! We couldn't wait to visit again this time.\n\nWe ordered alligator tail as appetizers this time and they were yummy. However, the all you can eat platters we normally order was good only towards the END. It seemed as if the oil used to fry our fish and shrimp initially was old...yuck! I don't even want to know how old. At the end of our meal (as they brought our new batches) it seemed to taste better. I like to enjoy my food in the beginning. I inquired with our waitress about the oil used and she confirmed that she did see one of the chefs change the oil to fresh oil at the end. Whack! The salad bar was pretty sad too and didn't look like anyone maintained cleanliness. Might be helpful to put the same items on both sides - makes it easy to maneuver and avoid spills. I did like how they kept plates chilled for it though. \n\nOur service was good and our waitress did her job. Sadly, we've lost our craving for this place. It just isn't the same.\n\nNote: Despite what time your stomach says let's eat, this place opens at 5 p.m. - we went at 3 with ready bellies the day before and had sour faces :(",Failed to initialize,0,,False,941
Worst place ever to watch a game. Audio up audio down audio up audio down the entire game. Who ever complains the loudest gets their way with game sound. Until the next person complains. Food average.,Failed to initialize,0,,False,984
Best tapas I've ever had! Customer service is good.,outflank tappa spatter I've ever had! Customer give-up the ghost be good.,1,0,True,150
"Straight up, we did not eat a meal here, we ate dessert only and had drinks.  \n\nBeing only a stone throw from my sister's house and open until late, it was a perfect spot when we decided to do a late dessert before I left early the next morning back home.  At 10:30 pm, the run a \""""late night menu\"""" which had limited yet with variety selection of entrees and desserts.  It also had some recommended drinks. \n\nBeing a non-drinker, I have to go by the drinkers' opinions which were that the drinks were good. Upon investigation of the drink menu, an obscure ingredient made these two Hawaii girls go, hmmm. Li hing mui. Upon further investigation we found out that the bartender was originally from Hawaii.  Cool point. \n\nDessert... ah, even on this late menu, was unique and interesting.  At this late hour, one would be forgiving if a place just offered a slice of pie with ice cream on the side. Not here.  The were individually prepared and it took time to get it.  \n\nI'll say this much, when an employee/our server knows all the owners and their history, points them all out at 10:30 on a weeknight, and gushes about their hard work, ability to collaborate and be original; you as business owners, are doing something right.   \n\nOverall it seems that this place is ambitious and willing to take the risk, exert the extra energy and push the bill to get people to see that they are not a joke when it comes to creating an original experience.  I can safely say this, on this Tuesday night, by the time we left at about midnight, the place was even more crowded then when we came.    I am definitely coming back again to try their regular menu.",Failed to initialize,1,,False,958
